LFQi 1_ATL2: Significant Class A	LFQi 1_ATL2: Significant Class B	LFQi 1_ATL2: -Log(P-value)	LFQi 1_ATL2: Difference	LFQi 1_ATL3: Significant Class A	LFQi 1_ATL3: Significant Class B	LFQi 1_ATL3: -Log(P-value)	LFQi 1_ATL3: Difference	LFQi 1_ATP2B1: Significant Class A	LFQi 1_ATP2B1: Significant Class B	LFQi 1_ATP2B1: -Log(P-value)	LFQi 1_ATP2B1: Difference	LFQi 1_CLTA: Significant Class A	LFQi 1_CLTA: Significant Class B	LFQi 1_CLTA: -Log(P-value)	LFQi 1_CLTA: Difference	LFQi 1_LAMP1: Significant Class A	LFQi 1_LAMP1: Significant Class B	LFQi 1_LAMP1: -Log(P-value)	LFQi 1_LAMP1: Difference	LFQi 1_LMAN1: Significant Class A	LFQi 1_LMAN1: Significant Class B	LFQi 1_LMAN1: -Log(P-value)	LFQi 1_LMAN1: Difference	LFQi 1_MTOR: Significant Class A	LFQi 1_MTOR: Significant Class B	LFQi 1_MTOR: -Log(P-value)	LFQi 1_MTOR: Difference	LFQi 1_OSBPL8: Significant Class A	LFQi 1_OSBPL8: Significant Class B	LFQi 1_OSBPL8: -Log(P-value)	LFQi 1_OSBPL8: Difference	LFQi 1_POLR1C: Significant Class A	LFQi 1_POLR1C: Significant Class B	LFQi 1_POLR1C: -Log(P-value)	LFQi 1_POLR1C: Difference	LFQi 1_RAB14: Significant Class A	LFQi 1_RAB14: Significant Class B	LFQi 1_RAB14: -Log(P-value)	LFQi 1_RAB14: Difference	LFQi 1_SEC13: Significant Class A	LFQi 1_SEC13: Significant Class B	LFQi 1_SEC13: -Log(P-value)	LFQi 1_SEC13: Difference	LFQi 1_SEC24D: Significant Class A	LFQi 1_SEC24D: Significant Class B	LFQi 1_SEC24D: -Log(P-value)	LFQi 1_SEC24D: Difference	LFQi 1_SPTLC1: Significant Class A	LFQi 1_SPTLC1: Significant Class B	LFQi 1_SPTLC1: -Log(P-value)	LFQi 1_SPTLC1: Difference	LFQi 1_TAF12: Significant Class A	LFQi 1_TAF12: Significant Class B	LFQi 1_TAF12: -Log(P-value)	LFQi 1_TAF12: Difference	LFQi 1_VAPA: Significant Class A	LFQi 1_VAPA: Significant Class B	LFQi 1_VAPA: -Log(P-value)	LFQi 1_VAPA: Difference	LFQi 1_ATL2: Profile correlation	LFQi 1_ATL3: Profile correlation	LFQi 1_ATP2B1: Profile correlation	LFQi 1_CLTA: Profile correlation	LFQi 1_LAMP1: Profile correlation	LFQi 1_LMAN1: Profile correlation	LFQi 1_MTOR: Profile correlation	LFQi 1_OSBPL8: Profile correlation	LFQi 1_POLR1C: Profile correlation	LFQi 1_RAB14: Profile correlation	LFQi 1_SEC13: Profile correlation	LFQi 1_SEC24D: Profile correlation	LFQi 1_SPTLC1: Profile correlation	LFQi 1_TAF12: Profile correlation	LFQi 1_VAPA: Profile correlation	Protein IDs	Majority protein IDs	Protein names	Gene names	Symbol color	Symbol type	Symbol size	Show label	Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	LFQi 1_ATL2_01	LFQi 1_ATL2_02	LFQi 1_ATL2_03	LFQi 1_ATL3_01	LFQi 1_ATL3_02	LFQi 1_ATL3_03	LFQi 1_ATP2B1_01	LFQi 1_ATP2B1_02	LFQi 1_ATP2B1_03	LFQi 1_CLTA_01	LFQi 1_CLTA_02	LFQi 1_CLTA_03	LFQi 1_LAMP1_01	LFQi 1_LAMP1_02	LFQi 1_LAMP1_03	LFQi 1_LMAN1_01	LFQi 1_LMAN1_02	LFQi 1_LMAN1_03	LFQi 1_MTOR_01	LFQi 1_MTOR_02	LFQi 1_MTOR_03	LFQi 1_OSBPL8_01	LFQi 1_OSBPL8_02	LFQi 1_OSBPL8_03	LFQi 1_POLR1C_01	LFQi 1_POLR1C_02	LFQi 1_POLR1C_03	LFQi 1_RAB14_01	LFQi 1_RAB14_02	LFQi 1_SEC13_01	LFQi 1_SEC13_02	LFQi 1_SEC13_03	LFQi 1_SEC24D_01	LFQi 1_SEC24D_02	LFQi 1_SEC24D_03	LFQi 1_SPTLC1_01	LFQi 1_SPTLC1_02	LFQi 1_SPTLC1_03	LFQi 1_TAF12_01	LFQi 1_TAF12_02	LFQi 1_TAF12_03	LFQi 1_VAPA_01	LFQi 1_VAPA_02	LFQi 1_VAPA_03
		0.282311917	0.482817586			0.019101691	-0.040280088			1.469289136	-1.554380108			1.699623969	1.694714791			0.2416756	-0.425084741			0.083999683	0.168012601			1.031588902	-1.245607467			0.095841656	0.189596921			0.147755859	0.279331062			0.114927487	-0.264109416			0.088761874	-0.176746677			0.571008431	0.829645629			0.335837298	0.554818471			0.322036441	-0.536661366			0.211316771	-0.386737569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P08621-2;P08621;P08621-3;M0QYR1;M0QX04;P08621-4	P08621-2;P08621;P08621-3;M0QYR1	U1 small nuclear ribonucleoprotein 70 kDa	SNRNP70	Color2 [Red]	1	5					4	4	3	16.8	16.8	10.7	50.617	0	5.7758	14577000	52	15.03290653	13.24324799	13.27913189	13.57719231	13.97924614	12.42955494	13.2332449	10.57131386	12.12162876	15.7761755	14.82878113	14.29899311	13.84920979	13.67308807	11.52431107	14.24792767	13.48217773	12.95532513	14.15892506	10.16406155	12.45638847	14.7604084	13.45301342	12.53164959	14.61551476	13.89879036	12.4787159	13.60060978	12.49383068	13.65497208	13.33525085	12.74258327	14.49373055	14.14433956	13.87555695	14.37782097	13.52906418	13.84735107	13.41098118	14.64064026	10.68668365	14.19974899	11.34665966	13.40021229
		0.665458924	1.081052944			0.455087861	0.823847298			0.0271474	-0.067144666	+	+	3.953355914	3.083479582			0.707145542	-1.128128688			0.414414424	-0.76309938			0.098849422	-0.227752813			0.025639748	-0.063518633			1.038736341	1.461289088			0.702621822	-1.298336054			0.619351851	-1.027321443			1.167522619	-1.574901817			0.040697584	0.099229032			0.02595807	-0.064285187			1.611447692	2.06127342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P0CW22;P08708;H0YN88;A0A075B716;H0YN73;H3BNC9	P0CW22;P08708;H0YN88;A0A075B716	40S ribosomal protein S17-like;40S ribosomal protein S17	RPS17L;RPS17	Color2 [Red]	1	5					7	7	7	70.4	70.4	70.4	15.55	0	323.31	186330000	276	16.04586601	15.69528294	16.55460358	15.01078987	15.37893867	17.13440704	15.3679266	14.45904732	15.29612732	16.90829849	18.15634918	18.76412582	13.57577515	13.77581596	14.83984375	12.73031807	14.88769627	15.58205414	14.83777618	14.54236698	15.2991724	14.70038509	15.07790089	15.35483456	17.62855911	16.47021484	15.24763107	12.62947083	15.34117126	14.08298016	13.9991188	14.38788223	12.43923378	15.9101038	12.60759258	14.35418034	14.50090408	16.72773361	15.35703659	14.15908337	15.61488247	15.5119381	17.77507019	17.94940567
		0.260712179	0.605275263			0.198467539	-0.488700758			0.368509574	0.798266447			1.102895275	1.739584124			0.650301178	-1.218182509			0.661796136	1.233372488			1.46752175	-2.077738762			0.763069291	1.3620625			0.174905111	-0.432668986			1.022234046	-2.019107317			0.110222949	0.287897955			0.211281648	-0.508241372			0.016532159	-0.047376896			0.095688855	-0.253249368			0.055255047	-0.147148341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P09234;A0A0A0MRR7	P09234;A0A0A0MRR7	U1 small nuclear ribonucleoprotein C	SNRPC	Color2 [Red]	1	5					2	2	2	19.5	19.5	19.5	17.394	0	7.2319	2805700	40	16.60182953	14.32375813	12.74559021	15.45776558	13.99717903	10.93430519	15.93216896	14.82416344	13.44811058	15.73375702	15.86319447	15.20850086	13.01274681	11.72123337	13.89869595	15.89685249	16.03559303	13.47426414	13.43814182	11.56010056	11.2593441	16.25642967	14.72072506	14.78514576	15.77014732	13.11234188	11.92068481	13.09032726	10.79446602	15.82334232	13.49222851	13.47864342	12.8681469	15.86346054	11.86274815	15.29465675	14.82157516	11.75156498	13.18464279	15.55752373	12.55677223	13.26022816	13.15985584	14.99382305
		0.994753771	2.127547273			0.061218036	-0.235492061			0.085241067	-0.297844787			0.394669672	-1.100708462			1.828066385	-3.091739291			0.088466417	-0.308182053			0.736355355	1.737604777			0.004566925	0.017342613			0.061762948	0.220749755			0.147374763	-0.621089202			0.026362514	-0.097726132			0.318035785	-0.929313678			0.532882073	1.379716056			0.336366513	0.971573675			0.45972265	-1.283860198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q5T7C4;P09429;B2RPK0	Q5T7C4;P09429;B2RPK0	High mobility group protein B1;Putative high mobility group protein B1-like 1	HMGB1;HMGB1P1	Color2 [Red]	1	5					8	8	6	50	50	39.2	18.311	0	14.984	27282000	88	18.89554596	17.3435154	16.54772377	18.78618622	16.86411285	10.04736805	13.98219109	17.11013603	14.99271679	17.98275948	15.48809147	10.39575386	17.08285522	10.05084991	11.23136711	15.17675781	15.36033249	15.51939011	18.74251366	16.57542038	16.3913784	19.19861221	14.13346291	13.62388134	15.82625008	16.45066261	15.24108982	12.98555756	16.54838562	17.33263016	14.90923691	14.39613628	14.04610062	15.71207047	14.58202457	18.34585571	17.39271927	14.98183441	17.86471748	14.71338654	17.01454353	17.68208885	14.15252209	10.71795177
		0.488311177	-0.604426684			0.0447846	0.075862267			1.132550548	1.081022317		+	2.320907105	-1.650634257			0.748408252	0.821145557			0.020275648	-0.035355523			0.0992498	0.159966387			0.004482221	0.007954625			0.178655437	0.269222986			0.016641183	0.055051266			3.425021669	-2.01601043			0.251675643	0.359248425			0.58166762	0.687201836			1.164209006	1.100120254			0.623796555	-0.723029436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P09493-10	P09493-10			Color2 [Red]	1	5					7	2	0	30.3	10.2	0	32.865	0	5.5794	6006100	47	17.64660072	16.7019825	17.30776978	17.31389236	17.59455872	18.78876877	19.27601051	18.26031303	18.77719116	15.64978981	16.18912888	16.9265976	18.33324242	18.92746544	18.33472633	17.81871986	17.7265377	17.6835289	17.6490593	17.55854034	18.56089211	17.5769558	17.67638397	18.09511948	18.94400787	17.37602425	17.75035286	17.79480934	17.26031303	14.14927101	16.90548134	16.70117188	17.99782944	18.20786285	18.11344719	17.96121216	18.88085747	18.38325691	18.64586258	18.61995506	19.10046768	16.89059639	17.16869164	17.24125671
		1.590037688	-1.167201451			0.185936631	-0.232550394			1.983289607	1.326259322			0.730312784	-0.70756429			0.847105214	0.78313021			1.01801387	0.884548006			0.356376527	-0.416406177			0.618622966	-0.629520707			1.027647823	-0.889981442			0.152913201	-0.254140634			0.788733313	-0.746068718			0.31504729	0.377735138			0.341778959	0.40294204			1.301848476	1.034019543			1.784370418	-1.249453953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P09493-9;P09493-7;P09493-3;Q6ZN40;P09493-8	P09493-9;P09493-7;P09493-3;Q6ZN40;P09493-8		TPM1	Color2 [Red]	1	5					8	8	0	37.3	37.3	0	32.736	0	298.77	125770000	313	20.38637543	21.27985764	21.387743	21.25153351	21.66773987	22.93865585	23.61436653	22.91411591	23.41531944	20.94177628	21.44682693	21.9354229	22.14451218	23.58783531	22.7107029	22.80142021	22.60265732	23.31920624	21.09274673	21.74209404	22.29370117	20.68114662	21.70699883	22.1515274	20.51931763	21.52209854	21.77856255	21.694767	21.79530907	21.45472908	21.61162376	21.15127945	22.133955	23.02816772	22.16075706	21.61912155	23.06664276	22.70676613	22.82908058	22.90485001	23.40236664	20.70227051	20.98377609	21.12117195
		0.116033315	-0.397192474			0.22564618	-0.709611729			0.029783597	-0.110832487	+	+	22.60424476	7.690970448			0.137234705	-0.461228925			1.056684125	-2.229367774			0.000129776	-0.000499053			0.059266748	-0.213951819			0.304918839	-0.905311348			0.040813466	0.050686665			0.284784946	-0.856827563			0.147911328	-0.492675945			0.338154198	-0.982995297			0.175310221	-0.571101943			0.35874926	-1.037243362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P09496-2;P09496-4;P09496-3;P09496;F8WF69;P09496-5;C9J8P9	P09496-2;P09496-4;P09496-3;P09496;F8WF69;P09496-5;C9J8P9	Clathrin light chain A	CLTA	Color2 [Red]	1	5					6	6	6	41.3	41.3	41.3	23.662	0	323.31	660810000	274	19.38494301	19.32164192	18.84021187	19.28480148	18.71196175	18.6127758	19.69983292	19.39719772	19.24102402	26.65198326	26.58691978	26.65676498	19.30226898	18.84306908	19.22451591	17.60566711	17.90859222	16.96994781	19.59712601	19.7833271	19.26247025	19.55667114	19.22371483	19.27273369	18.94917679	18.70195007	18.49165726	18.92326355	18.87705612	18.74113083	18.80076027	18.73486137	19.25711632	18.96947098	19.0563736	18.63190269	18.66205597	18.63417244	19.08708382	18.86260033	19.11657333	18.4375	18.88253021	18.30661392
		0.052053818	0.204120899			0.308574391	-0.992699678			0.478006534	-1.383199138	+	+	15.90835443	7.915672675			0.248245224	-0.825909996			0.360040164	-1.113638805			0.059027479	0.229853103			0.328833567	-1.036892945			0.314570539	-1.000950831			0.924961813	0.994505809			0.435759081	-1.290089189			0.273376967	-0.893848592			0.143993623	-0.518932079			0.113115457	-0.418649101			0.265848584	-0.879232143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P09497-2;P09497;D6RJD1	P09497-2;P09497	Clathrin light chain B	CLTB	Color2 [Red]	1	5					7	7	7	37.4	37.4	37.4	23.181	0	318.56	286330000	99	17.37449646	18.49958038	18.04446793	17.40623856	16.05025291	16.87159157	14.77349949	18.15679359	16.60223579	25.01618576	25.04506111	25.16553307	16.97712326	17.40457535	16.69070816	16.5168705	16.65690041	17.10359573	18.68855858	18.41191673	16.8891716	16.70738602	16.87315559	16.90888596	15.40490913	16.72507286	18.45875931	18.09980011	17.83590317	17.45643425	16.23472404	16.09864807	17.00437355	17.22844315	16.65186501	15.48677254	18.14200783	18.29185486	17.13330269	18.0747261	16.98970413	17.23892784	17.42349434	16.00606346
		0.382448712	0.536737905			0.655478074	-0.829475575			0.657643945	-0.802134314			0.833105594	-0.944711004			0.670428673	0.813107491			0.198370933	0.314772969			2.54889244	-1.85559706			0.374526267	0.52808837			0.262082354	0.397102147			0.016683679	-0.036735021			0.298764853	0.441650999			0.20930316	-0.329389799			0.231566144	0.358508328			0.490729822	0.648627917			1.206769051	-1.246627027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P09543-2;P09543;C9K0L8;K7ERZ0;K7ERC4;K7EN66	P09543-2;P09543	"2,3-cyclic-nucleotide 3-phosphodiesterase"	CNP	Color2 [Red]	1	5					11	11	11	35.4	35.4	35.4	45.098	0	55.087	39095000	183	13.64272881	14.45782948	14.22219086	13.50605965	13.24073124	11.47731781	14.6583786	11.37790108	12.58695412	13.47611332	13.90039539	10.85276318	14.66300201	14.45230579	13.97109413	13.19452572	14.55344963	13.96144962	12.75492954	12.60120773	10.35621262	14.68085384	14.65021038	12.96778488	14.66910648	13.35024834	13.91755867	12.79116249	14.14027023	13.4162693	14.41012001	14.23361969	12.00119686	14.17008114	13.75822353	13.67441273	13.57766438	14.57819557	14.37992001	13.61781216	14.63418674	12.36978817	12.30566311	12.29720306
		0.085164057	-0.202363886			0.30624294	0.620246015			0.270685374	-0.554908471			0.725393459	-1.169333349			0.493558512	0.886558469			0.990048138	-1.442236355			0.273624765	-0.55981359			0.278689542	0.56822547			0.223989453	-0.474568676			0.523637183	1.372757569			0.056341052	0.137671816			0.436258191	0.808083116			0.117608965	0.271332868			0.534309442	0.940039181	+	+	3.170691243	-3.510183888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P09622-3;P09622;E9PEX6;P09622-2;F8WDM5;F2Z2E3	P09622-3;P09622;E9PEX6;P09622-2	"Dihydrolipoyl dehydrogenase, mitochondrial;Dihydrolipoyl dehydrogenase"	DLD	Color2 [Red]	1	5					5	5	5	19.5	19.5	19.5	49.282	0	11.947	6502500	54	14.85506344	14.57913876	16.66080284	15.17955971	15.70792484	17.67535019	16.66844177	12.18954277	16.26288414	13.57636642	14.26290226	15.58384705	14.77283001	17.21967888	17.11136055	10.65245152	15.78478813	16.23180199	14.73735332	14.22663784	16.1433239	14.99514866	16.01255989	17.21655655	13.57068634	15.87272263	15.89945126	15.67526817	17.61403465	15.2517786	15.82992077	15.952878	15.24892807	16.89805794	16.74004364	15.74380875	15.03239059	16.62770462	14.49722767	16.94088745	17.81352997	10.51931763	10.79104328	14.86118412
		1.322579681	-1.926140485			0.10311408	-0.227334994			0.040272657	-0.11113759			0.004215546	0.01209853			0.32733691	0.718342881			0.193502332	-0.466002891			0.475202185	0.957510249			0.321888029	0.708826356			0.269551112	-0.614390001			0.312459109	0.866262521			0.809452565	-1.400806754			0.551957675	1.069489997			0.213768694	0.506988217			0.012482324	0.035492071			0.344203947	0.638084076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P09661;H0YKK0;H0YLR3;H0YMA0	P09661;H0YKK0	U2 small nuclear ribonucleoprotein A	SNRPA1	Color2 [Red]	1	5					3	3	3	27.1	27.1	27.1	28.415	0	32.313	7298500	85	15.84416676	14.43807697	10.16341686	15.57990551	15.12218094	14.83999062	15.30723667	15.07062435	15.08293915	14.52631569	15.33182621	15.94317913	16.71692657	15.02898502	16.00687408	16.37371445	15.82095146	12.2855854	16.76823616	16.33863258	15.30677414	16.73065567	15.69544601	15.30038834	16.48929977	16.095644	11.48529053	16.74320412	15.17718601	16.41463661	10.38580608	15.09679794	16.73131943	16.6132431	15.37849808	16.14360237	15.77288151	15.25229549	16.00400162	15.75506973	14.10688972	16.24308014	15.99276161	15.90249252
		1.885362295	0.545980236			1.958776308	0.442643901			0.034560596	0.022035344			1.316526498	-0.441112573			0.013037733	0.008508646			0.661767555	0.279783285			0.245542537	0.130697614			0.421233527	-0.200759652			0.222792695	0.120546377			0.938812784	-0.529414788			0.075660304	-0.046287736			0.421081287	0.200704284			0.209674354	0.11455545			0.894972215	-0.344239571			0.272127398	-0.100934564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P09874;Q5VX84;Q5VX85	P09874	Poly [ADP-ribose] polymerase 1	PARP1	Color2 [Red]	1	5					30	30	30	46.3	46.3	46.3	113.08	0	323.31	214240000	1160	21.97938538	20.51084518	20.22552681	20.7813282	20.54952431	21.07489586	20.37453842	20.57984924	20.31362724	20.1884594	19.83402061	19.96578407	20.36003304	20.3012867	20.56931877	20.61728477	20.59632492	20.76660347	20.28297043	20.63511276	20.65018272	20.35530853	20.23841476	20.05867386	20.31904221	20.53079033	20.69038391	19.82950592	19.89647675	20.34711075	20.38047028	20.35164642	20.27571487	20.78668213	20.6993084	20.59632492	20.58260918	20.34472847	19.74399376	20.31074524	20.20120049	20.28002739	20.28127289	20.21371269
		1.84948549	2.138925716			1.091983327	1.408486212			0.817581265	-1.282935896			0.146450711	-0.33313021			0.788210213	-1.25135013			0.210564341	0.455357724			0.745924394	1.204816618			0.20093787	-0.437700163			1.057953609	1.521784247			0.158319296	0.457103583			0.04859814	0.120955385			0.870204451	-1.338107445			0.145300349	-0.330830892			0.389430163	-0.748659261			0.0293988	0.064658964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P0C0S5;Q71UI9;C9J0D1;Q71UI9-3;Q71UI9-4;Q71UI9-2;C9J386;Q71UI9-5	P0C0S5;Q71UI9;C9J0D1;Q71UI9-3;Q71UI9-4;Q71UI9-2	Histone H2A.Z;Histone H2A.V;Histone H2A	H2AFZ;H2AFV	Color2 [Red]	1	5					4	4	4	74.2	74.2	74.2	13.553	0	163.44	75597000	146	17.61583138	13.88216496	14.24889088	14.64503956	13.67705917	15.23346996	13.53004074	10.60139751	12.16030502	13.95846176	12.40229225	12.55545235	10.42519569	11.75622368	14.19760036	13.67220402	14.33021641	13.09250259	14.10811615	14.43208504	14.62559509	13.73153114	10.92589569	13.96983624	14.01828671	16.68126678	13.34207439	13.50605965	13.8278389	12.87824249	14.07840061	13.21427345	11.07119465	12.18874359	12.87935734	14.62462425	11.31726074	12.98067474	12.46796227	13.47484684	11.82522488	13.26716709	12.48048687	13.77643299
		0.831204853	0.467480759			0.440180876	0.292817851			0.042533081	0.038382212		+	4.050875131	-1.156304968			0.199549304	-0.156789217			3.376709068	-1.060925039			0.646820851	0.392898923			0.095661324	-0.081969924			0.217484661	0.16859981			0.535967624	0.51979823			0.650068548	0.394296047			0.157130944	-0.127658081			1.119347037	0.568561699			0.352334493	0.249530138			0.02500992	0.022271892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P10071;C9J9N4	P10071	Transcriptional activator GLI3;Transcriptional repressor GLI3R	GLI3	Color2 [Red]	1	5					6	6	6	9.1	9.1	9.1	169.86	0	34.028	8695100	94	18.32496262	18.64610863	18.30794716	18.52206039	18.32408333	17.90888596	17.75388336	18.42771339	17.91175461	16.97331619	17.04462814	16.77429771	18.24979782	17.51906776	17.7851963	17.2678299	17.27056885	16.51739311	18.27107048	18.42664909	18.37521744	17.8750782	18.04286766	17.84285355	18.42759132	17.99020386	18.03536797	18.56506538	18.26618195	18.31132317	18.34905624	18.41641808	18.01900482	17.93531418	17.68023682	18.65231895	18.470047	18.43595505	18.41679001	18.24251366	18.01748276	17.8550148	18.08488083	18.00349617
		0.01693442	0.014457158			0.837781546	0.514011474			0.040450269	0.033675203			0.222074042	-0.157945433			0.116107385	0.089913577			1.350945505	0.588814472			0.145022893	0.109551312			0.01736471	0.014817483			0.139504252	0.105872127			0.695781621	-0.568123964			0.4313809	-0.268581899			0.27457771	0.188191986			0.691624132	-0.379164523			0.069218486	0.055982245			0.409802572	-0.259634563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P10412;Q02539;P22492;P16401	P10412	Histone H1.4	HIST1H1E	Color2 [Red]	1	5					9	9	2	33.3	33.3	9.1	21.865	0	69.088	169350000	312	20.74353218	20.48118782	21.25781822	20.48856163	20.69786644	22.7947731	21.06848145	20.45643425	21.01072502	20.43817139	20.64684677	20.92114449	20.28568268	20.83761215	21.56774139	20.83838272	21.14793015	22.0832653	20.82586288	20.37697792	21.54245758	20.49716568	20.47605324	21.51031494	20.38816452	20.91042328	21.43654442	20.03281593	20.5025177	20.10942268	21.05596352	20.53507042	20.42603493	21.29052734	21.24603271	20.02242279	20.49784851	20.87462807	20.28658485	20.66639709	21.64429665	20.21892357	20.55721283	20.88412666
		1.200990908	-1.769917306			0.155493798	0.348010881			0.641522866	-1.162890489			0.268936206	-0.598408299			0.082053333	-0.211992436			0.133676337	-0.329717373			0.319470438	-0.687538102			0.389109612	0.802589335			0.326571265	-0.699660774			1.174144046	2.209042488			0.333016296	0.710583142			0.075544578	0.196390851			0.1162071	0.291007678			1.512165129	2.039057695			1.335087023	-1.94086311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P10515;H0YDD4;E9PEJ4	P10515;H0YDD4;E9PEJ4	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial;Acetyltransferase component of pyruvate dehydrogenase complex"	DLAT	Color2 [Red]	1	5					4	4	4	14.5	14.5	14.5	68.996	0	18.205	2722700	33	13.60037708	11.58626366	10.24118423	13.40779877	14.25819778	14.11561298	14.35356045	10.76342297	11.9881525	13.34221363	11.85481548	13.46786022	11.42744446	14.38370419	13.92146873	12.31004238	13.54942417	13.54785824	12.84343052	10.88949966	14.68567944	11.92359638	14.35679626	16.25567436	10.84819221	14.64633369	12.89058685	13.64058399	17.16339493	13.94123077	14.03333664	14.30727196	14.36166954	12.83282661	13.66654873	13.93838501	14.29239368	12.89170742	13.94955349	16.82102585	15.18204498	12.46666241	9.227402687	13.22092247
		0.0793305	0.084203484			0.088540352	0.092779559			1.253594999	-0.745010194			1.324714928	-0.770950172			0.695700392	0.504547918			0.493061783	0.393549056			0.023786834	0.026710874			0.046251996	-0.050723194			0.102081596	-0.106084914			0.410472785	0.50588576			0.589701499	-0.448652903			0.348606294	0.301877303			0.611508784	0.460512979			0.103176752	0.10711659			0.309909023	-0.276513654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P10599-2;P10599	P10599-2;P10599	Thioredoxin	TXN	Color2 [Red]	1	5					4	4	4	56.5	56.5	56.5	9.4519	0	34.128	55345000	141	20.39058113	20.9489212	20.89681816	20.67322922	20.6421814	20.94663811	20.59532356	17.87537766	21.47437096	20.21193123	20.42141914	19.24004555	21.24725151	20.79938507	21.35116196	21.47694397	21.06848145	20.54566574	20.996521	20.09313393	20.98780441	20.42183113	20.53990555	20.9017601	20.16521072	20.71170998	20.83360291	20.99431229	21.01263618	20.19147301	19.99300003	20.57948112	20.6780529	20.7936039	21.36613083	20.93473816	21.23151588	21.109869	20.96162224	20.67882729	20.6591835	20.68191719	20.09326363	20.37898827
		0.168844707	-0.394235302			0.264823584	0.573963156			0.63905063	-1.130194074			1.127624901	-1.65736084			0.037372469	-0.098375012			0.073633473	-0.186894608			0.702601486	-1.208262507			0.493928368	0.937190192			0.438011604	0.856358919			0.462406064	1.260392226			0.072115767	0.183310754			0.812066179	1.33505329			0.393976371	-0.789707275			0.874649561	1.403672845		+	2.675850893	-3.072978347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P10606	P10606	"Cytochrome c oxidase subunit 5B, mitochondrial"	COX5B	Color2 [Red]	1	5					3	3	3	38.8	38.8	38.8	13.696	0	4.2848	7043300	38	13.56128788	12.80189037	15.78665257	13.5736475	15.18723583	16.29354286	14.56158638	10.90727234	14.64740181	12.15674686	12.58047009	13.92239857	12.63322258	15.77074146	14.56337547	13.97745895	13.90923691	14.83605003	13.44177723	10.36098194	16.09778595	14.7516489	14.53867435	16.53844643	14.09992313	15.58008194	15.92541504	14.1578207	16.73912048	14.04328346	14.36331367	15.33908463	15.05018902	15.37968254	16.49825668	12.36306667	13.55110741	15.14290524	14.6583786	14.85520935	17.60414696	10.19750977	11.68037605	12.23571587
		0.743292495	0.675499044			0.348200048	0.388061605			0.018488199	0.026698639		+	2.906742313	-1.535717873			0.061740858	0.08523357			2.505517226	-1.421484711			0.158314826	0.200428636			0.286926084	0.33046469			0.258849023	0.303871709			0.0062363	0.016697272			0.13502595	-0.174294599			0.115895122	0.152102234			0.614555166	0.59091162			0.512434758	0.517770395	+	+	8.933159937	4.024359467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P10644;K7EPB2;P10644-2;K7EMZ6;K7EIE5;K7EID3;K7EJ40;K7EK41;K7EMU2;K7EM13;K7EQK3;K7EPR5;X6RAV4;K7EKR1	P10644;K7EPB2;P10644-2	"cAMP-dependent protein kinase type I-alpha regulatory subunit;cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed"	PRKAR1A	Color2 [Red]	1	5					11	11	9	50.9	50.9	43.6	42.981	0	181.62	63017000	150	19.39932823	19.47389603	19.66561699	19.83176422	19.49484444	18.34992027	18.9304142	18.6237812	19.19190788	17.76247215	17.36427116	17.30215645	19.38418579	18.33616638	19.18749237	18.76542282	18.68496704	15.29415417	19.1970768	19.22616196	18.80290794	19.17194366	19.2808876	19.13262558	19.34520531	19.08067131	19.08609962	19.16651154	19.30173302	19.4126606	18.42357635	18.35449028	19.43014717	18.6672287	18.99523735	20.12325668	19.15038681	19.03146935	19.50759697	19.35814476	19.23727036	23.10725212	22.79175758	22.68641281
